interaction/schema/version,interaction/source,interaction/author/username,interaction/author/name,interaction/author/id,interaction/author/avatar,interaction/author/link,interaction/type,interaction/created_at,interaction/content,interaction/id,interaction/link,klout/score,language/tag,language/confidence,links/code/0,links/created_at/0,links/normalized_url/0,links/retweet_count/0,links/title/0,links/url/0,twitter/id,twitter/retweet/text,twitter/retweet/id,twitter/retweet/user/name,twitter/retweet/user/description,twitter/retweet/user/location,twitter/retweet/user/statuses_count,twitter/retweet/user/followers_count,twitter/retweet/user/friends_count,twitter/retweet/user/screen_name,twitter/retweet/user/profile_image_url,twitter/retweet/user/lang,twitter/retweet/user/time_zone,twitter/retweet/user/utc_offset,twitter/retweet/user/listed_count,twitter/retweet/user/id,twitter/retweet/user/id_str,twitter/retweet/user/geo_enabled,twitter/retweet/user/created_at,twitter/retweet/source,twitter/retweet/count,twitter/retweet/created_at,twitter/retweet/links/0,twitter/retweet/domains/0,twitter/retweeted/id,twitter/retweeted/user/name,twitter/retweeted/user/url,twitter/retweeted/user/description,twitter/retweeted/user/statuses_count,twitter/retweeted/user/followers_count,twitter/retweeted/user/friends_count,twitter/retweeted/user/screen_name,twitter/retweeted/user/profile_image_url,twitter/retweeted/user/lang,twitter/retweeted/user/time_zone,twitter/retweeted/user/utc_offset,twitter/retweeted/user/listed_count,twitter/retweeted/user/id,twitter/retweeted/user/id_str,twitter/retweeted/user/created_at,twitter/retweeted/source,twitter/retweeted/created_at,twitter/in_reply_to_screen_name,twitter/in_reply_to_user_id,twitter/in_reply_to_status_id,salience/content/entities/0/name,salience/content/entities/0/type,salience/content/entities/0/label,salience/content/entities/0/sentiment,salience/content/entities/0/evidence,salience/content/entities/0/confident,salience/content/entities/0/about,salience/content/entities/0/themes/0,salience/content/entities/1/name,salience/content/entities/1/type,salience/content/entities/1/label,salience/content/entities/1/sentiment,salience/content/entities/1/evidence,salience/content/entities/1/confident,salience/content/entities/1/about,salience/content/entities/1/themes/0,salience/content/sentiment,twitter/created_at,twitter/source,twitter/text,twitter/user/name,twitter/user/url,twitter/user/description,twitter/user/location,twitter/user/statuses_count,twitter/user/followers_count,twitter/user/friends_count,twitter/user/screen_name,twitter/user/profile_image_url,twitter/user/lang,twitter/user/time_zone,twitter/user/utc_offset,twitter/user/listed_count,twitter/user/id,twitter/user/id_str,twitter/user/geo_enabled,twitter/user/created_at,demographic/gender,twitter/mention_ids/0,twitter/mentions/0,links/hops/0/0,links/hops/0/1,twitter/domains/0,twitter/links/0,salience/content/entities/0/themes/1,salience/content/entities/0/themes/2,twitter/hashtags/0,salience/content/entities/2/name,salience/content/entities/2/type,salience/content/entities/2/label,salience/content/entities/2/sentiment,salience/content/entities/2/evidence,salience/content/entities/2/confident,salience/content/entities/2/about,salience/content/entities/3/name,salience/content/entities/3/type,salience/content/entities/3/label,salience/content/entities/3/sentiment,salience/content/entities/3/evidence,salience/content/entities/3/confident,salience/content/entities/3/about,salience/content/entities/4/name,salience/content/entities/4/type,salience/content/entities/4/label,salience/content/entities/4/sentiment,salience/content/entities/4/evidence,salience/content/entities/4/confident,salience/content/entities/4/about,salience/content/entities/5/name,salience/content/entities/5/type,salience/content/entities/5/label,salience/content/entities/5/sentiment,salience/content/entities/5/evidence,salience/content/entities/5/confident,salience/content/entities/5/about,salience/content/entities/6/name,salience/content/entities/6/type,salience/content/entities/6/label,salience/content/entities/6/sentiment,salience/content/entities/6/evidence,salience/content/entities/6/confident,salience/content/entities/6/about,salience/content/entities/7/name,salience/content/entities/7/type,salience/content/entities/7/label,salience/content/entities/7/sentiment,salience/content/entities/7/evidence,salience/content/entities/7/confident,salience/content/entities/7/about,salience/content/entities/8/name,salience/content/entities/8/type,salience/content/entities/8/label,salience/content/entities/8/sentiment,salience/content/entities/8/evidence,salience/content/entities/8/confident,salience/content/entities/8/about,salience/content/entities/9/name,salience/content/entities/9/type,salience/content/entities/9/label,salience/content/entities/9/sentiment,salience/content/entities/9/evidence,salience/content/entities/9/confident,salience/content/entities/9/about,salience/content/entities/10/name,salience/content/entities/10/type,salience/content/entities/10/label,salience/content/entities/10/sentiment,salience/content/entities/10/evidence,salience/content/entities/10/confident,salience/content/entities/10/about,twitter/retweeted/user/location,twitter/retweeted/user/geo_enabled,twitter/retweeted/user/verified,trends/type/0,trends/type/1,trends/type/2,trends/type/3,trends/type/4,trends/type/5,trends/type/6,trends/type/7,trends/type/8,trends/type/9,trends/type/10,trends/content/0,trends/source/0,twitter/retweet/hashtags/0,salience/content/entities/2/themes/0,salience/content/entities/3/themes/0,salience/content/entities/4/themes/0,twitter/retweet/user/url,twitter/retweet/mentions/0,twitter/retweet/mention_ids/0,links/hops/0/2
3,Twitter for BlackBerry®,Brad,Carter ,6731396,http://a0.twimg.com/profile_images/297332921/image_normal.jpg,http://twitter.com/brad,twitter,"Thu, 14 Feb 2013 15:48:22 +0000","RT @LFC: LFC team v Zenit: Reina, Johnson, Enrique, Carragher, Skrtel, Allen, Henderson, Gerrard, Sterling, Downing, Suarez.",0,http://twitter.com/brad/statuses/0,,fr,62,,,,,,,0,"LFC team v Zenit: Reina, Johnson, Enrique, Carragher, Skrtel, Allen, Henderson, Gerrard, Sterling, Downing, Suarez.",302081861365137408,NICHOLAS OBADIAH,Not your Average kind of Dude! #TeamLFC #TeamEPL #TeamAries,Abuja Nigeria,6207,407,339,NICKCASH44,http://a0.twimg.com/profile_images/3128370780/ac0e7d5d72b75f91d6ca996ce145dd20_normal.jpeg,en,,,,91990182,91990182,,"Mon, 23 Nov 2009 11:17:07 +0000","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",757,"Thu, 14 Feb 2013 15:48:22 +0000",,,302080839288750081,Liverpool FC ,http://www.liverpoolfc.com/,Official LFC account. Follow @OfficialLFC_ID @ThaiLFC @LFCANZ @LFCBrasil @LFCEspanol @LFC_Arabic @LFCIndia @LFCFrance @TurkeyLFC  @LFCBangladesh,21749,1511801,409073,LFC,http://a0.twimg.com/profile_images/1847862599/Grad_LFC_Crest_twitter_normal.jpg,en,,,11364,19583545,19583545,"Tue, 27 Jan 2009 09:05:21 +0000",web,"Thu, 14 Feb 2013 15:44:19 +0000",Dr.rory,7818900,16280077816,Reina,Person,Person,0,0,1,1,,Johnson,Person,Person,0,0,1,1,,0,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,Enrique,Person,Person,0,0,1,1,Carragher,Person,Person,0,0,1,1,Skrtel,Person,Person,0,0,1,1,Allen,Person,Person,0,0,1,1,Henderson,Person,Person,0,0,1,1,Gerrard,Person,Person,0,0,1,1,Sterling,Person,Person,0,0,1,1,Downing,Person,Person,0,0,1,1,Suarez,Person,Person,0,0,1,1,"Anfield, Liverpool",true,true,,,,,,,,,,,,,,,,,,,,,
3,Mobile Web (M2),Danny,Callahan ,3194996,http://a0.twimg.com/profile_images/337028031/image_normal.jpg,http://twitter.com/danny,twitter,"Thu, 14 Feb 2013 15:48:21 +0000","He paused again for a moment, and turning to the Scottish knight.",41102357162,http://twitter.com/danny/statuses/41102357162,,en,100,,,,,,,41102357162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yvette,3001366,0,,,,,,,,,,,,,,,,,0,"Thu, 14 Feb 2013 15:48:21 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","He paused again for a moment, and turning to the Scottish knight.",Callahan ,http://danny.com,,,5,,,Danny,http://a0.twimg.com/profile_images/337028031/image_normal.jpg,en,,,,3194996,3194996,,"Mon, 12 Nov 2012 11:21:56 +0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,web,Mrs.,Blanding ,4365905,http://a0.twimg.com/profile_images/925605154/image_normal.jpg,http://twitter.com/mrs.,twitter,"Thu, 14 Feb 2013 15:48:21 +0000","@halloway @ cehh , teah plak kena . walis yg dok buat gila2 dkt McD td . hahaha .",69089750829,http://twitter.com/mrs./statuses/69089750829,36,ms,100,,,,,,,69089750829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halloway,4373722,89366672956,,,,,,,,,,,,,,,,,,"Thu, 14 Feb 2013 15:48:21 +0000",web,"@halloway @ cehh , teah plak kena . walis yg dok buat gila2 dkt McD td . hahaha .",Blanding ,http://mrs..com,,Di sisi Ibu & Ayah,20939,436,234,Mrs.,http://a0.twimg.com/profile_images/925605154/image_normal.jpg,en,Alaska,-32400,,4365905,4365905,,"Thu, 17 Mar 2011 11:10:11 +0000",mostly_female,4373722,halloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mobile Web (M2),Abomination,Abomination ,3087434,http://a0.twimg.com/profile_images/636109405/image_normal.jpg,http://twitter.com/abomination,twitter,"Thu, 14 Feb 2013 15:48:21 +0000","Amizades vem e vao, acostume -se as pessoas um dia vao te abandonar e td vai pasar de uma lembranca boa",39079536707,http://twitter.com/abomination/statuses/39079536707,41,pt,100,,,,,,,39079536707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryan,5339263,21445832774,,,,,,,,,,,,,,,,,0,"Thu, 14 Feb 2013 15:48:21 +0000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Amizades vem e vao, acostume -se as pessoas um dia vao te abandonar e td vai pasar de uma lembranca boa",Abomination ,http://abomination.com,,,12691,345,1197,Abomination,http://a0.twimg.com/profile_images/636109405/image_normal.jpg,en,Brasilia,-10800,20,3087434,3087434,true,"Sun, 28 Jun 2009 17:41:24 +0000",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Twitter for BlackBerry®,Bambi,Arbogast ,2659485,http://a0.twimg.com/profile_images/680883466/image_normal.jpg,http://twitter.com/bambi,twitter,"Thu, 14 Feb 2013 15:48:21 +0000","Td pdhl gw lgi bwa duit bnyk. Knp nga minjem..""@bulletbiker: @ sama-sama Yull.. Hahanjeeeeer kepikiran banget. 400rb men.""",22518671490,http://twitter.com/bambi/statuses/22518671490,44,id,100,,,,,,,22518671490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulletbiker,4214038,98724176757,,,,,,,,,,,,,,,,,,"Thu, 14 Feb 2013 15:48:21 +0000","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Td pdhl gw lgi bwa duit bnyk. Knp nga minjem..""@bulletbiker: @ sama-sama Yull.. Hahanjeeeeer kepikiran banget. 400rb men.""",Arbogast ,http://bambi.com,,,2023,156,217,Bambi,http://a0.twimg.com/profile_images/680883466/image_normal.jpg,en,Jakarta,25200,,2659485,2659485,,"Sat, 17 Sep 2011 19:40:15 +0000",female,4214038,bulletbiker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Twitter for BlackBerry®,Baker,Baker ,5906,http://a0.twimg.com/profile_images/710041301/image_normal.jpg,http://twitter.com/baker,twitter,"Thu, 14 Feb 2013 15:48:21 +0000",RT @ManU_FC: Manchester United on course to record their best ever financial results http://t.co/qVkIHEbS #ManchesterUnited,78106456506,http://twitter.com/baker/statuses/78106456506,45,en,100,200,"Thu, 14 Feb 2013 15:28:46 +0000",http://adf.ly/J6G8l,0,AdF.ly - shrink your URLs and get paid!,http://adf.ly/J6G8l,78106456506,Manchester United on course to record their best ever financial results http://t.co/qVkIHEbS #ManchesterUnited,302081856751427584,Aditya 'medi',♡Mancunian | the goodboy (y) ,Surakarta,4637,130,100,adidutomo,http://a0.twimg.com/profile_images/3225314387/7d90ad33837a74816aebbc8b130cf00f_normal.jpeg,en,,,,626591834,626591834,,"Wed, 04 Jul 2012 16:38:50 +0000","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",32,"Thu, 14 Feb 2013 15:48:21 +0000",http://adf.ly/J6G8l,adf.ly,302076924690300929,Manchester United FC,http://www.manutd.com,"English football club and one of the most popular football clubs in the world. Note: This account is not official, For Business: FBTbusiness@gmail.com",11944,516141,3356,ManU_FC,http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,en,Santiago,-14400,2203,80037636,80037636,"Mon, 05 Oct 2009 14:30:05 +0000","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Thu, 14 Feb 2013 15:28:45 +0000",Brutus,22247,17385251610,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trafford, Greater Manchester",,,Birmingham,Brighton,Bristol,Cardiff,Edinburgh,Glasgow,Leeds,Leicester,Liverpool,Manchester,Newcastle,manchester united,twitter,ManchesterUnited,,,,,,,
3,Write Longer,Centarius,Centarius ,52857,http://a0.twimg.com/profile_images/976963864/image_normal.jpg,http://twitter.com/centarius,twitter,"Thu, 14 Feb 2013 15:48:21 +0000","dr td pagi belum ada bahas soal RT @phillipaso: Jadi yang ga mending nya apa? -_- wk""FLSimarmata: itusih (cont) http://t.co/L1T8wYya",49724960746,http://twitter.com/centarius/statuses/49724960746,36,ms,100,200,"Thu, 14 Feb 2013 15:48:22 +0000",http://writelonger.com/show/DyTFe,0,"dr td pagi belum ada bahas soal RT @ImamAbdiillah: Jadi yang ga mending nya apa? -_- wk""FLSimarmata: itusih (cont) http://wl.gs/DyTFe",http://www.writelonger.com/show/DyTFe,49724960746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillipaso,9433351,60,,,,,,,,,,,,,,,,,,"Thu, 14 Feb 2013 15:48:21 +0000","<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>","dr td pagi belum ada bahas soal RT @phillipaso: Jadi yang ga mending nya apa? -_- wk""FLSimarmata: itusih (cont) http://t.co/L1T8wYya",Centarius ,http://centarius.com,,"Betlehem,petapahan Indonesia",3780,122,112,Centarius,http://a0.twimg.com/profile_images/976963864/image_normal.jpg,id,,,,52857,52857,true,"Tue, 20 Mar 2012 06:47:15 +0000",,9433351,phillipaso,http://wl.gs/DyTFe,,wl.gs,http://wl.gs/DyTFe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,UberSocial for Android,Reverenddoc,Achebe ,4530376,http://a0.twimg.com/profile_images/860787741/image_normal.jpg,http://twitter.com/reverenddoc,twitter,"Thu, 14 Feb 2013 15:48:21 +0000","Liverpool's starting line-up: Reina, Johnson, Enrique, Carragher, Skrtel, Allen, Henderson, Gerrard, Sterling, Downing, Suarez.",59129051957,http://twitter.com/reverenddoc/statuses/59129051957,45,en,62,,,,,,,59129051957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengal,5731879,31994223385,Liverpool,Place,Place,0,1,1,1,starting line,Reina,Person,Person,0,1,1,1,starting line,0,"Thu, 14 Feb 2013 15:48:21 +0000","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>","Liverpool's starting line-up: Reina, Johnson, Enrique, Carragher, Skrtel, Allen, Henderson, Gerrard, Sterling, Downing, Suarez.",Achebe ,http://reverenddoc.com,,BALI - INDONESIA,5275,180,111,Reverenddoc,http://a0.twimg.com/profile_images/860787741/image_normal.jpg,id,Jakarta,25200,,4530376,4530376,true,"Mon, 09 Aug 2010 14:07:56 +0000",mostly_female,,,,,,,,,,Johnson,Person,Person,0,1,1,1,Enrique,Person,Person,0,1,1,1,Carragher,Person,Person,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,starting line,starting line,starting line,,,,
3,Twitter for BlackBerry®,Joseph,Beckman ,8799946,http://a0.twimg.com/profile_images/354499445/image_normal.jpg,http://twitter.com/joseph,twitter,"Thu, 14 Feb 2013 15:48:21 +0000","Knp pak ? RT @berserkeriii: msh teringat kta td pagi ""kesalahan spt ini tdk bs ditoleransi dan sangat memalukan, malu saya jdi pembimbing",10372400004,http://twitter.com/joseph/statuses/10372400004,47,ms,100,,,,,,,10372400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berserkeriii,8416272,53705307678,,,,,,,,,,,,,,,,,,"Thu, 14 Feb 2013 15:48:21 +0000","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Knp pak ? RT @berserkeriii: msh teringat kta td pagi ""kesalahan spt ini tdk bs ditoleransi dan sangat memalukan, malu saya jdi pembimbing",Beckman ,http://joseph.com,,Di mana bumi ku pijak,2916,229,149,Joseph,http://a0.twimg.com/profile_images/354499445/image_normal.jpg,en,Jakarta,25200,,8799946,8799946,true,"Fri, 28 Jan 2011 08:18:56 +0000",,8416272,berserkeriii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tweet Button,T.barton,Burrthrop ,6728353,http://a0.twimg.com/profile_images/604835498/image_normal.jpg,http://twitter.com/t.barton,twitter,"Thu, 14 Feb 2013 15:48:20 +0000",MUSIC BANK ! Currently reading http://t.co/CQWW0x36,87317606736,http://twitter.com/t.barton/statuses/87317606736,49,en,61,200,"Thu, 14 Feb 2013 15:48:22 +0000",http://sistic.com.sg/cms/events?contentCode=jersey0213,0,,http://www.sistic.com.sg/cms/events/index.html?contentCode=jersey0213,87317606736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward,5002742,16088499734,,,,,,,,,,,,,,,,,0,"Thu, 14 Feb 2013 15:48:20 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",MUSIC BANK ! Currently reading http://t.co/CQWW0x36,Burrthrop ,http://t.barton.com,,"OSLO,Indonesia ♥ ",9659,393,875,T.barton,http://a0.twimg.com/profile_images/604835498/image_normal.jpg,en,Pacific Time (US & Canada),-28800,2,6728353,6728353,true,"Sun, 30 Aug 2009 14:18:12 +0000",,,,,,www.sistic.com.sg,http://www.sistic.com.sg/cms/events/index.html?contentCode=jersey0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Twitter for BlackBerry®,Athena[greekgod],Athena [greek God] ,8642700,http://a0.twimg.com/profile_images/7736/image_normal.jpg,http://twitter.com/athena[greekgod],twitter,"Thu, 14 Feb 2013 15:48:21 +0000","@bloodstorm wkwkwk ok sipsip, td balay gk?",50318311224,http://twitter.com/athena[greekgod]/statuses/50318311224,49,,,,,,,,,50318311224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloodstorm,3498326,0,,,,,,,,,,,,,,,,,4,"Thu, 14 Feb 2013 15:48:21 +0000","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@bloodstorm wkwkwk ok sipsip, td balay gk?",Athena [greek God] ,http://athena[greekgod].com,,Balay Merakyat,3504,131,121,Athena[greekgod],http://a0.twimg.com/profile_images/7736/image_normal.jpg,id,Bangkok,25200,,8642700,8642700,,"Sun, 13 Jan 2013 05:41:57 +0000",,3498326,bloodstorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,web,Blockbusterii,Blockbuster Ii ,63,http://a0.twimg.com/profile_images/116840836/image_normal.jpg,http://twitter.com/blockbusterii,twitter,"Thu, 14 Feb 2013 15:48:21 +0000","@broop adib , 17 ,slyang :)",26531369565,http://twitter.com/blockbusterii/statuses/26531369565,22,ms,100,,,,,,,26531369565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broop,5357225,75295141339,,,,,,,,,,,,,,,,,,"Thu, 14 Feb 2013 15:48:21 +0000",web,"@broop adib , 17 ,slyang :)",Blockbuster Ii ,http://blockbusterii.com,,,488,41,144,Blockbusterii,http://a0.twimg.com/profile_images/116840836/image_normal.jpg,en,Beijing,28800,,63,63,,"Thu, 06 Dec 2012 09:22:48 +0000",male,5357225,broop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Echofon,Aggamon,Aggamon ,9533598,http://a0.twimg.com/profile_images/415398812/image_normal.jpg,http://twitter.com/aggamon,twitter,"Thu, 14 Feb 2013 15:48:21 +0000","ih kok tau? Hah ye diam"" memperhatikan ye? :p wkwk RT @danie: Abg kenal eda tuh yg adknya @ yg naik ... http://t.co/Hd7ocOVT",96168571943,http://twitter.com/aggamon/statuses/96168571943,40,ms,100,200,"Thu, 14 Feb 2013 15:48:22 +0000",http://tmi.me/KuDZy,0,tmi.me - eda_oktavia: ih kok tau? Ha,http://tmi.me/KuDZy,96168571943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danie,5921,75678820605,,,,,,,,,,,,,,,,,,"Thu, 14 Feb 2013 15:48:21 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","ih kok tau? Hah ye diam"" memperhatikan ye? :p wkwk RT @danie: Abg kenal eda tuh yg adknya @ yg naik ... http://t.co/Hd7ocOVT",Aggamon ,http://aggamon.com,,in the earth,19796,363,301,Aggamon,http://a0.twimg.com/profile_images/415398812/image_normal.jpg,id,Bangkok,25200,1,9533598,9533598,,"Sun, 15 Apr 2012 12:49:41 +0000",,5921,danie,,,tmi.me,http://tmi.me/KuDZy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,TweetDeck,Clayton,Burr ,2429948,http://a0.twimg.com/profile_images/396072994/image_normal.jpg,http://twitter.com/clayton,twitter,"Thu, 14 Feb 2013 15:48:22 +0000",@bova nem sempre mas a resposta devia ser: os dois pq sao td uma merda,53491542511,http://twitter.com/clayton/statuses/53491542511,39,pt,100,,,,,,,53491542511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bova,5438283,64077512407,,,,,,,,,,,,,,,,,1,"Thu, 14 Feb 2013 15:48:22 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",@bova nem sempre mas a resposta devia ser: os dois pq sao td uma merda,Burr ,http://clayton.com,,são paulo-sp,20063,155,428,Clayton,http://a0.twimg.com/profile_images/396072994/image_normal.jpg,en,Brasilia,-10800,,2429948,2429948,true,"Wed, 24 Jun 2009 21:59:30 +0000",male,5438283,bova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Twitter for Android,Princessa,Avatar Ii ,2215029,http://a0.twimg.com/profile_images/917933160/image_normal.jpg,http://twitter.com/princessa,twitter,"Thu, 14 Feb 2013 15:48:22 +0000",RT @xCutelikesteph: Die kkr sneeuw mag best wel weg,93,http://twitter.com/princessa/statuses/93,32,nl,62,,,,,,,93,Die kkr sneeuw mag best wel weg,302081859259609089,Directioner ∞,Dutch Directioner ♥ || insta; _cupxcake || iiLoveYouuKleinZussiiXXanne:*|| hazza♥.,iin anne der hartjj'♥,11957,209,208,kussSharonx,http://a0.twimg.com/profile_images/3248689564/debd00fd42637cceed1e9646abb8f78d_normal.jpeg,nl,Athens,7200,,570887238,570887238,,"Fri, 04 May 2012 12:50:23 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,"Thu, 14 Feb 2013 15:48:22 +0000",,,302080557242781696,Stephanieee ♥,,"; Cabo / Braziliaans. ; loveyou x kelsey & laine. ; 010 allday. ; melissa ★",1932,68,92,xCutelikesteph,http://a0.twimg.com/profile_images/3247649991/43913edc70cf7dc2c346719c565cebd3_normal.jpeg,nl,Amsterdam,3600,,868117693,868117693,"Mon, 08 Oct 2012 14:46:49 +0000","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Thu, 14 Feb 2013 15:43:11 +0000",Araki[shi'ar],1053330,71315848804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010 allday.,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/sharon.vanderlaars,,,
3,iOS,Bartos,Bartos ,4971532,http://a0.twimg.com/profile_images/269919303/image_normal.jpg,http://twitter.com/bartos,twitter,"Thu, 14 Feb 2013 15:48:19 +0000","Mps, Mussari indagato per ostacolo autorità vigilanza con Vigni e Baldassarri http://t.co/mqmwKWRa",69545194203,http://twitter.com/bartos/statuses/69545194203,49,it,100,200,"Thu, 14 Feb 2013 14:34:33 +0000",http://it.notizie.yahoo.com/mps-legali-mussari-non-mai-avuto-conti-allestero-142128296--sector.html,0,"Mps, legali: Mussari non ha mai avuto conti all'estero - Yahoo! Notizie Italia",http://it.notizie.yahoo.com/mps-legali-mussari-non-mai-avuto-conti-allestero-142128296--sector.html,69545194203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bishop,2093125,69571337592,,,,,,,,,,,,,,,,,,"Thu, 14 Feb 2013 15:48:19 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","Mps, Mussari indagato per ostacolo autorità vigilanza con Vigni e Baldassarri http://t.co/mqmwKWRa",Bartos ,http://bartos.com,,,1115,140,124,Bartos,http://a0.twimg.com/profile_images/269919303/image_normal.jpg,it,Amsterdam,3600,3,4971532,4971532,,"Thu, 10 Jan 2013 16:45:58 +0000",,,,,,it.notizie.yahoo.com,http://it.notizie.yahoo.com/mps-legali-mussari-non-mai-avuto-conti-allestero-142128296--sector.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
